"fecha_hora","fecha","RECORD","Radiacion_global_Wm2","Precipitacion_mm","Rayos_conteo","Dist_km_Avg","Velocidad_viento_ms","Direccion_viento_grados","Rachas_ms","Temperatura_aire_C","VP_mbar_Avg","Presion_atmosferica_mbar","ETos","Rso","Humedad_relativa_porc","RHT_C","TiltNS_deg_Avg","TiltWE_deg_Avg","Radiacion_global_MJm2","CVMeta","Invalid_Wind","TT_C_Avg","Temperatura_superficie_C","Flujo_energia_suelo_Wm2","Radiacion_neta_Wm2","CNR_Wm2_Avg","Temperatura_termocupla1_C","Temperatura_termocupla2_C","Humedad_suelo_5cm_m3m3","Humedad_suelo_40cm_m3m3","archivo_origen"
2025-11-02 10:00:00,2025-11-02,"1558",559,0,0,0,0.44,293.3,1.257,21.5,12.5,1013.448,0.378,3.237,44.6,26.7,-0.133,2.25,2.0124,"013CAMPBELLCLIM50535VUE-500004413",0,24.8,24.03,-5.952,586.7,586.7,22.5,22.5,0.341,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 11:00:00,2025-11-02,"1559",695,0,0,0,0.425,170.2,1.597,23.92,12.38333,1013.264,0.485,3.573,40.5,28.9,-0.133,2.283,2.502,"013CAMPBELLCLIM50535VUE-500004413",0,29.41,27.42,-5.15,597.8,597.8,26.83,26.82,0.34,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 12:00:00,2025-11-02,"1560",783.5,0,0,0,0.605,96.5,2.033,25.62,12.35,1013.014,0.561,3.681,35.5,29.8,-0.167,2.233,2.8206,"013CAMPBELLCLIM50535VUE-500004413",0,33.93,29.58,-3.786,595.7,595.7,29.89,29.88,0.339,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 13:00:00,2025-11-02,"1561",823,0,0,0,0.673,144.1,2.298,27.28,11.98333,1012.681,0.598,3.551,32,31.2,-0.067,2.267,2.961,"013CAMPBELLCLIM50535VUE-500004413",0,37.43,31.49,-1.828,587.4,587.4,31.75,31.74,0.338,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 14:00:00,2025-11-02,"1562",801,0,0,0,0.798,123.8,2.752,28.42,11.45,1012.181,0.587,3.193,29.2,31.8,-0.017,2.25,2.8842,"013CAMPBELLCLIM50535VUE-500004413",0,38.88,32.19,0.725,585,585,33.17,33.16,0.337,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 15:00:00,2025-11-02,"1563",715.7,0,0,0,0.812,141.4,2.77,29.08,11.63333,1011.564,0.518,2.628,29.2,32.5,-0.033,2.167,2.5764,"013CAMPBELLCLIM50535VUE-500004413",0,39.54,32.36,4.011,578.7,578.7,34.34,34.34,0.337,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 16:00:00,2025-11-02,"1564",585.2,0,0,0,0.685,161.1,2.613,29.3,11.73333,1011.264,0.41,1.908,29.3,32.9,0.033,2.183,2.1066,"013CAMPBELLCLIM50535VUE-500004413",0,38.34,32.61,7.318,576,576,34.94,34.94,0.336,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 17:00:00,2025-11-02,"1565",419.5,0,0,0,0.738,134.7,2.508,28.52,12.51667,1011.248,0.283,1.1,34.7,31.4,-0.033,2.133,1.5102,"013CAMPBELLCLIM50535VUE-500004413",0,34.4,30.83,9.35,568.3,568.3,34.37,34.37,0.336,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 18:00:00,2025-11-02,"1566",239.8,0,0,0,0.77,122.2,2.808,26.93,12.8,1011.781,0.143,0.328,37.9,28.8,-0.1,2.15,0.8634,"013CAMPBELLCLIM50535VUE-500004413",0,29.2,28.1,9.87,552.5,552.5,32.24,32.24,0.334,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 19:00:00,2025-11-02,"1567",40.17,0,0,0,0.62,132.5,1.972,23.55,12.73333,1012.981,0.004,0,47.2,22.8,-0.167,2.183,0.1446,"013CAMPBELLCLIM50535VUE-500004413",0,21.84,23.47,9.45,533.5,533.5,28.04,28.05,0.333,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 20:00:00,2025-11-02,"1568",1.333,0,0,0,0.645,155.3,2.357,19.82,12.13333,1014.198,-0.012,0,54.5,19,-0.267,2.217,0.0048,"013CAMPBELLCLIM50535VUE-500004413",0,17.98,19.32,8.48,507.4,507.4,23.11,23.11,0.333,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 21:00:00,2025-11-02,"1569",0,0,0,0,0.588,119.4,2.652,17.57,11.56667,1015.131,-0.015,0,59.4,16.8,-0.217,2.217,0,"013CAMPBELLCLIM50535VUE-500004413",0,15.91,16.96,7.145,492.4,492.4,19.55,19.55,0.332,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 22:00:00,2025-11-02,"1570",0,0,0,0,0.412,125.7,1.655,16,11.25,1015.798,-0.021,0,62.5,15.3,-0.333,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,14.31,15.28,5.621,481.2,481.2,16.99,16.99,0.331,0.494,"CR5000_Table1_5-11.dat"
2025-11-02 23:00:00,2025-11-02,"1571",0,0,0,0,0.263,113.9,1.412,15.08,10.91667,1016.198,-0.026,0,63.2,14.3,-0.333,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,13.25,13.98,4.087,471.1,471.1,15.12,15.12,0.33,0.494,"CR5000_Table1_5-11.dat"
2025-11-03,2025-11-03,"1572",0,0,0,0,0.193,18.5,0.635,14.12,10.36667,1016.064,-0.028,0,67.8,13.2,-0.383,2.367,0,"013CAMPBELLCLIM50535VUE-500004413",0,11.99,13.09,2.652,475.1,475.1,13.72,13.71,0.329,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 01:00:00,2025-11-03,"1573",0,0,0,0,0.078,212.2,0.218,12.17,10.45,1015.481,-0.03,0,77.3,11.2,-0.367,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.03,10.72,1.348,478.7,478.7,12.03,12.03,0.328,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 02:00:00,2025-11-03,"1574",0,0,0,0,0.068,213.7,0.168,10.68,10.43333,1014.498,-0.029,0,82.6,9.9,-0.417,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.07,9.02,0.136,482.8,482.8,10.37,10.37,0.327,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 03:00:00,2025-11-03,"1575",0,0,0,0,0.203,273.6,0.573,10.38,10.16667,1013.548,-0.026,0,75.3,10.1,-0.417,2.233,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.47,8.73,-1.024,478.8,478.8,9.27,9.27,0.326,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 04:00:00,2025-11-03,"1576",0,0,0,0,0.108,198.5,0.408,10.95,10.61667,1013.281,-0.028,0,84.9,10.2,-0.45,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.66,10.13,-2.112,481.9,481.9,9.45,9.45,0.325,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 05:00:00,2025-11-03,"1577",0,0,0,0,0.078,215.1,0.185,9.92,10.75,1013.431,-0.028,0,89.5,9.4,-0.383,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.87,8.7,-3.054,487.6,487.6,8.96,8.96,0.324,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 06:00:00,2025-11-03,"1578",2.167,0,0,0,0.092,280.4,0.262,9.67,10.71667,1013.781,0.002,0.426,85,9.3,-0.45,2.267,0.0078,"013CAMPBELLCLIM50535VUE-500004413",0,9.21,8.38,-3.841,498.7,498.7,8.55,8.54,0.323,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 07:00:00,2025-11-03,"1579",48.33,0,0,0,0.305,306.5,0.882,11.75,11.16667,1014.131,0.033,1.217,79.4,12.3,-0.35,2.283,0.174,"013CAMPBELLCLIM50535VUE-500004413",0,12.01,11.36,-4.53,481.4,481.4,9.49,9.49,0.322,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 08:00:00,2025-11-03,"1580",137.5,0,0,0,0.252,137.6,0.758,13.17,11.68333,1014.698,0.088,2.011,76.4,15.2,-0.283,2.217,0.495,"013CAMPBELLCLIM50535VUE-500004413",0,14.71,13.87,-5.037,484.9,484.9,11.74,11.74,0.321,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 09:00:00,2025-11-03,"1581",330.3,0,0,0,0.733,153.7,2.333,13.85,12.38333,1014.981,0.193,2.706,75.6,17.8,-0.267,2.233,1.1892,"013CAMPBELLCLIM50535VUE-500004413",0,17.19,15.16,-5.213,473.4,473.4,14.64,14.64,0.32,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 10:00:00,2025-11-03,"1582",522.2,0,0,0,0.84,178.7,2.978,16.03,12.81667,1015.031,0.315,3.24,68.2,20.4,-0.25,2.25,1.8798,"013CAMPBELLCLIM50535VUE-500004413",0,20.67,17.85,-5.039,470.6,470.6,18.21,18.21,0.319,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 11:00:00,2025-11-03,"1583",692.2,0,0,0,0.902,174.1,3.242,17.75,13.03333,1015.314,0.43,3.574,61.5,21.8,-0.333,2.183,2.4918,"013CAMPBELLCLIM50535VUE-500004413",0,24.26,19.96,-4.542,451.6,451.6,21.35,21.34,0.32,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 12:00:00,2025-11-03,"1584",781.3,0,0,0,1.018,165.6,3.178,19.03,13.3,1015.381,0.496,3.677,59,22.6,-0.217,2.2,2.8128,"013CAMPBELLCLIM50535VUE-500004413",0,27.86,21.76,-3.675,421.8,421.8,23.71,23.71,0.319,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 13:00:00,2025-11-03,"1585",828,0,0,0,1.018,164.5,3.515,20.25,13.25,1015.281,0.535,3.543,54.4,24,-0.217,2.267,2.982,"013CAMPBELLCLIM50535VUE-500004413",0,31.26,23.65,-2.348,386,386,25,25,0.317,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 14:00:00,2025-11-03,"1586",735.2,0,0,0,0.84,170.1,2.942,22,13.15,1014.831,0.491,3.182,48.5,26.1,-0.167,2.233,2.6466,"013CAMPBELLCLIM50535VUE-500004413",0,33,25.65,-0.491,342.3,342.3,26.83,26.83,0.316,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 15:00:00,2025-11-03,"1587",706,0,0,0,0.978,165.8,3.627,22.52,12.83333,1014.748,0.465,2.624,45.7,26.1,-0.2,2.033,2.5416,"013CAMPBELLCLIM50535VUE-500004413",0,33.33,25.52,1.969,299.2,299.2,28.14,28.14,0.315,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 16:00:00,2025-11-03,"1588",574.7,0,0,0,0.787,178.1,2.598,23.03,12.78333,1014.348,0.37,1.91,44.2,26.4,-0.167,2.233,2.0688,"013CAMPBELLCLIM50535VUE-500004413",0,32.59,25.83,4.386,268.6,268.6,28.9,28.89,0.314,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 17:00:00,2025-11-03,"1589",412.2,0,0,0,0.778,146.2,2.603,22.82,12.66667,1014.214,0.253,1.11,47.2,25.8,-0.217,2.2,1.4838,"013CAMPBELLCLIM50535VUE-500004413",0,29.34,25.03,5.893,237.9,237.9,28.6,28.6,0.313,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 18:00:00,2025-11-03,"1590",232.7,0,0,0,0.862,159.9,3.328,21.35,12.65,1014.764,0.125,0.338,52.5,23,-0.217,2.217,0.8376,"013CAMPBELLCLIM50535VUE-500004413",0,24.18,22.47,6.311,217.5,217.5,26.81,26.81,0.312,0.494,"CR5000_Table1_5-11.dat"
2025-11-03 19:00:00,2025-11-03,"1591",43.83,0,0,0,0.712,128.3,2.857,18.38,12.06667,1016.314,0.003,0,61.4,17.9,-0.3,2.217,0.1578,"013CAMPBELLCLIM50535VUE-500004413",0,17.66,18.38,5.9,204.3,204.3,22.87,22.87,0.311,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 20:00:00,2025-11-03,"1592",1.833,0,0,0,0.59,116.1,2.06,15.45,11.45,1017.448,-0.016,0,68.2,14.8,-0.367,2.283,0.0066,"013CAMPBELLCLIM50535VUE-500004413",0,14.13,14.94,4.994,194.7,194.7,18.51,18.51,0.311,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 21:00:00,2025-11-03,"1593",0,0,0,0,0.685,154.4,2.478,13.98,11.13333,1018.098,-0.015,0,71.5,13.5,-0.383,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,12.89,13.44,3.766,213.5,213.5,15.5,15.5,0.31,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 22:00:00,2025-11-03,"1594",0,0,0,0,0.502,115,2.297,12.73,10.93333,1018.814,-0.02,0,76.1,12.2,-0.4,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,11.55,12.15,2.377,243,243,13.51,13.51,0.309,0.493,"CR5000_Table1_5-11.dat"
2025-11-03 23:00:00,2025-11-03,"1595",0,0,0,0,0.293,155.1,1.302,11.87,10.85,1019.198,-0.025,0,78.4,11.3,-0.383,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.67,10.96,1.007,262.7,262.7,11.92,11.92,0.308,0.493,"CR5000_Table1_5-11.dat"
2025-11-04,2025-11-04,"1596",0,0,0,0,0.33,118,1.065,11.53,10.76667,1019.331,-0.024,0,80.1,11,-0.433,2.35,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.28,10.75,-0.237,302.9,302.9,10.95,10.95,0.307,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 01:00:00,2025-11-04,"1597",0,0,0,0,0.258,152.8,1.008,11.8,10.95,1019.381,-0.025,0,78.2,12,-0.417,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,12.11,11.23,-1.345,309.2,309.2,10.85,10.86,0.306,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 02:00:00,2025-11-04,"1598",0,0,0,0,0.505,169.9,1.718,12.15,11.03333,1019.198,-0.02,0,78.2,12.2,-0.283,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,12.45,11.98,-2.269,342.8,342.8,11.64,11.64,0.305,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 03:00:00,2025-11-04,"1599",0,0,0,0,0.523,169.3,1.865,12.12,10.98333,1018.998,-0.02,0,77.8,12.2,-0.4,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,12.38,11.9,-2.962,363.6,363.6,11.94,11.94,0.304,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 04:00:00,2025-11-04,"1600",0,0,0,0,0.547,158.4,1.91,12.1,10.98333,1019.214,-0.02,0,77.9,12.2,-0.4,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,12.33,11.88,-3.517,379.5,379.5,12.06,12.06,0.303,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 05:00:00,2025-11-04,"1601",0,0,0,0,0.543,192.9,2.125,12.02,10.96667,1019.514,-0.02,0,79,12.1,-0.233,2.217,0,"013CAMPBELLCLIM50535VUE-500004413",0,12.18,11.79,-3.992,400.2,400.2,12.08,12.08,0.302,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 06:00:00,2025-11-04,"1602",1.167,0,0,0,0.403,180.4,1.258,11.9,11.1,1019.731,0.007,0.433,79.5,12,-0.333,2.3,0.0042,"013CAMPBELLCLIM50535VUE-500004413",0,11.97,11.64,-4.39,412,412,12.01,12.01,0.301,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 07:00:00,2025-11-04,"1603",49.67,0,0,0,0.332,190.5,1.272,12.22,11.06667,1019.931,0.035,1.226,76.3,13.2,-0.35,2.317,0.1788,"013CAMPBELLCLIM50535VUE-500004413",0,13.02,12.2,-4.727,430.2,430.2,12.13,12.13,0.3,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 08:00:00,2025-11-04,"1604",216.2,0,0,0,0.315,126.3,0.945,14.1,11.71667,1019.831,0.129,2.02,69.7,18.9,-0.383,2.267,0.7782,"013CAMPBELLCLIM50535VUE-500004413",0,14.81,14.61,-4.965,432,432,14.12,14.12,0.299,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 09:00:00,2025-11-04,"1605",373,0,0,0,0.46,327.1,1.462,15.85,12.03333,1019.631,0.228,2.718,64.7,21.2,-0.283,2.233,1.3428,"013CAMPBELLCLIM50535VUE-500004413",0,18.38,16.94,-5.034,446.8,446.8,17.33,17.32,0.298,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 10:00:00,2025-11-04,"1606",556.3,0,0,0,0.54,249.2,1.713,17.58,12.13333,1019.131,0.348,3.258,58.8,22.9,-0.3,2.25,2.0028,"013CAMPBELLCLIM50535VUE-500004413",0,21.64,19.55,-4.873,441.5,441.5,20.36,20.35,0.298,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 11:00:00,2025-11-04,"1607",695.8,0,0,0,0.63,321.6,2.165,19.25,12.36667,1018.564,0.448,3.594,52.3,24.2,-0.15,2.283,2.505,"013CAMPBELLCLIM50535VUE-500004413",0,25.01,22.19,-4.308,449.2,449.2,23.37,23.37,0.297,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 12:00:00,2025-11-04,"1608",781.3,0,0,0,0.593,200.6,1.938,21.55,12.46667,1017.981,0.523,3.695,46.5,26.3,-0.167,2.283,2.8128,"013CAMPBELLCLIM50535VUE-500004413",0,30.5,25.62,-3.325,443.2,443.2,25.92,25.92,0.296,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 13:00:00,2025-11-04,"1609",814,0,0,0,0.658,86.9,2.138,23.32,11.86667,1017.631,0.558,3.569,39.4,27.6,-0.1,2.283,2.931,"013CAMPBELLCLIM50535VUE-500004413",0,33.55,27.66,-1.756,442.1,442.1,28.03,28.03,0.295,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 14:00:00,2025-11-04,"1610",797.3,0,0,0,0.653,116.5,2.008,25.53,10.76667,1017.181,0.557,3.222,31.5,29.8,0,2.25,2.8704,"013CAMPBELLCLIM50535VUE-500004413",0,37.32,29.85,0.472,425.9,425.9,29.97,29.97,0.295,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 15:00:00,2025-11-04,"1611",714.8,0,0,0,0.747,111.7,2.492,26.3,10.96667,1016.664,0.496,2.656,33.6,29.8,-0.067,2.25,2.5734,"013CAMPBELLCLIM50535VUE-500004413",0,36.77,29.86,3.387,415.8,415.8,31.6,31.59,0.294,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 16:00:00,2025-11-04,"1612",583,0,0,0,0.783,196,2.775,26.37,11.61667,1016.248,0.397,1.93,33.8,29.8,-0.017,2.167,2.0988,"013CAMPBELLCLIM50535VUE-500004413",0,35.18,29.53,6.302,407,407,32.2,32.2,0.293,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 17:00:00,2025-11-04,"1613",421.5,0,0,0,0.742,232.7,2.605,26.07,11.41667,1016.364,0.273,1.128,34.5,29.2,-0.15,2.167,1.5174,"013CAMPBELLCLIM50535VUE-500004413",0,32.23,28.55,8.03,400.3,400.3,31.74,31.74,0.293,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 18:00:00,2025-11-04,"1614",247,0,0,0,0.698,161.5,2.497,25.15,11.86667,1016.781,0.14,0.349,38.3,27.3,-0.017,2.217,0.8892,"013CAMPBELLCLIM50535VUE-500004413",0,27.82,26.46,8.42,396.2,396.2,30.06,30.06,0.292,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 19:00:00,2025-11-04,"1615",44,0,0,0,0.483,114.4,1.64,22.75,11.21667,1017.414,-0.001,0,42.8,22.2,-0.217,2.233,0.1584,"013CAMPBELLCLIM50535VUE-500004413",0,21.03,22.65,7.96,389.9,389.9,26.49,26.48,0.291,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 20:00:00,2025-11-04,"1616",2,0,0,0,0.383,105.9,1.482,20.12,10.85,1017.931,-0.021,0,49.3,19.2,-0.3,2.25,0.0072,"013CAMPBELLCLIM50535VUE-500004413",0,17.73,19.34,7.031,382.4,382.4,22.3,22.3,0.29,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 21:00:00,2025-11-04,"1617",0,0,0,0,0.255,103.7,1.267,17.95,10.9,1018.448,-0.027,0,56.2,16.9,-0.233,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,15.45,16.88,5.796,381.2,381.2,19.13,19.13,0.29,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 22:00:00,2025-11-04,"1618",0,0,0,0,0.202,73.7,0.855,16.28,10.85,1018.881,-0.029,0,61,15.4,-0.25,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,13.89,14.95,4.431,397.4,397.4,16.68,16.69,0.289,0.493,"CR5000_Table1_5-11.dat"
2025-11-04 23:00:00,2025-11-04,"1619",0,0,0,0,0.192,112,0.998,14.92,10.73333,1019.031,-0.028,0,64.2,14.1,-0.367,2.3,0,"013CAMPBELLCLIM50535VUE-500004413",0,12.7,13.52,3.054,408.7,408.7,14.77,14.78,0.288,0.493,"CR5000_Table1_5-11.dat"
2025-11-05,2025-11-05,"1620",0,0,0,0,0.158,117.8,0.73,13.65,10.48333,1019.048,-0.029,0,69.5,12.8,-0.4,2.317,0,"013CAMPBELLCLIM50535VUE-500004413",0,11.53,12.42,1.736,431.2,431.2,13.23,13.23,0.287,0.493,"CR5000_Table1_5-11.dat"
2025-11-05 01:00:00,2025-11-05,"1621",0,0,0,0,0.172,137.3,0.653,12.8,10.21667,1018.881,-0.028,0,69.1,11.9,-0.383,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,10.79,11.5,0.505,446.5,446.5,11.92,11.92,0.287,0.493,"CR5000_Table1_5-11.dat"
2025-11-05 02:00:00,2025-11-05,"1622",0,0,0,0,0.085,126,0.307,11.6,10.11667,1018.748,-0.03,0,75.2,10.9,-0.45,2.267,0,"013CAMPBELLCLIM50535VUE-500004413",0,9.44,10.23,-0.63,484.5,484.5,10.79,10.78,0.286,0.493,"CR5000_Table1_5-11.dat"
2025-11-05 03:00:00,2025-11-05,"1623",0,0,0,0,0.097,178,0.343,10.63,10.13333,1018.531,-0.028,0,79.1,9.9,-0.383,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.71,8.94,-1.681,505.2,505.2,9.62,9.62,0.285,0.493,"CR5000_Table1_5-11.dat"
2025-11-05 04:00:00,2025-11-05,"1624",0,0,0,0,0.097,239.3,0.255,9.97,9.95,1018.314,-0.028,0,83.8,9.2,-0.45,2.283,0,"013CAMPBELLCLIM50535VUE-500004413",0,8.16,8.36,-2.672,517.9,517.9,8.76,8.76,0.284,0.492,"CR5000_Table1_5-11.dat"
2025-11-05 05:00:00,2025-11-05,"1625",0,0,0,0,0.092,253.7,0.205,8.68,9.85,1017.881,-0.027,0,88.4,7.8,-0.5,2.25,0,"013CAMPBELLCLIM50535VUE-500004413",0,7.202,7.246,-3.583,567.5,567.5,7.807,7.809,0.283,0.492,"CR5000_Table1_5-11.dat"
2025-11-05 06:00:00,2025-11-05,"1626",2,0,0,0,0.202,266.7,0.545,9.37,9.766666,1017.831,0.004,0.445,82.9,8.7,-0.367,2.35,0.0072,"013CAMPBELLCLIM50535VUE-500004413",0,8.24,8.07,-4.427,566.1,566.1,7.392,7.391,0.283,0.492,"CR5000_Table1_5-11.dat"
2025-11-05 07:00:00,2025-11-05,"1627",28,0,0,0,0.203,286.2,0.65,10.13,10.08333,1018.098,0.019,1.242,76.8,10.4,-0.4,2.283,0.1008,"013CAMPBELLCLIM50535VUE-500004413",0,9.15,9.13,-5.199,595.5,595.5,7.731,7.731,0.282,0.493,"CR5000_Table1_5-11.dat"
2025-11-05 08:00:00,2025-11-05,"1628",211.8,0,0,0,0.408,323.7,1.285,13.55,11.15,1017.998,0.127,2.034,66.5,18.5,-0.3,2.367,0.7626,"013CAMPBELLCLIM50535VUE-500004413",0,13.32,13.39,-5.812,615.4,615.4,10.94,10.93,0.281,0.493,"CR5000_Table1_5-11.dat"
2025-11-05 09:00:00,2025-11-05,"1629",392.8,0,0,0,0.567,294.4,1.4,16.73,11.48333,1017.581,0.246,2.733,57.1,22.1,-0.383,2.1,1.4142,"013CAMPBELLCLIM50535VUE-500004413",0,18.81,17.54,-6.19,649.7,649.7,16.54,16.54,0.28,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 10:00:00,2025-11-05,"1630",558.7,0,0,0,0.54,319.2,1.785,19.33,11.88333,1017.398,0.364,3.269,49.1,24.6,-0.167,2.217,2.0112,"013CAMPBELLCLIM50535VUE-500004413",0,23.17,21.39,-6.106,660.3,660.3,20.83,20.83,0.279,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 11:00:00,2025-11-05,"1631",693,0,0,0,0.535,174.6,1.675,21.77,12.23333,1017.314,0.469,3.602,44.9,26.7,-0.15,2.233,2.4948,"013CAMPBELLCLIM50535VUE-500004413",0,27.32,24.89,-5.391,673.3,673.3,24.82,24.82,0.278,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 12:00:00,2025-11-05,"1632",784.8,0,0,0,0.68,155.7,2.208,23.53,12.25,1017.231,0.545,3.706,40.3,27.4,-0.183,2.267,2.8254,"013CAMPBELLCLIM50535VUE-500004413",0,31.27,27.12,-4.107,687.8,687.8,27.89,27.89,0.276,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 13:00:00,2025-11-05,"1633",825,0,0,0,0.757,178,2.63,24.83,11.76667,1016.848,0.581,3.58,35.8,28.6,-0.15,2.267,2.9694,"013CAMPBELLCLIM50535VUE-500004413",0,34.38,28.72,-2.201,700.6,700.6,29.55,29.55,0.275,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 14:00:00,2025-11-05,"1634",796.8,0,0,0,0.732,178.3,2.612,26.35,11.35,1016.281,0.566,3.224,31.9,30,-0.05,2.183,2.8686,"013CAMPBELLCLIM50535VUE-500004413",0,37.15,30.33,0.298,706.7,706.7,31.11,31.11,0.275,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 15:00:00,2025-11-05,"1635",711.5,0,0,0,0.818,165.1,2.793,27.03,11.23333,1015.831,0.502,2.662,31.5,30.6,0.033,2.217,2.5614,"013CAMPBELLCLIM50535VUE-500004413",0,37.21,30.79,3.463,715,715,32.51,32.51,0.274,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 16:00:00,2025-11-05,"1636",579,0,0,0,0.873,111.8,3.522,26.8,11.65,1015.564,0.4,1.94,34.6,29.9,-0.067,2.183,2.0844,"013CAMPBELLCLIM50535VUE-500004413",0,34.83,29.57,6.532,723.6,723.6,32.8,32.79,0.274,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 17:00:00,2025-11-05,"1637",410.7,0,0,0,0.843,159.5,3.272,25.88,12.05,1015.498,0.269,1.135,37.6,28.7,-0.167,2.117,1.4784,"013CAMPBELLCLIM50535VUE-500004413",0,31.78,28,8.25,733.9,733.9,31.86,31.86,0.274,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 18:00:00,2025-11-05,"1638",245.2,0,0,0,0.757,158.2,2.965,24.63,12.41667,1015.598,0.14,0.358,42.3,26.5,0.017,2.2,0.8826,"013CAMPBELLCLIM50535VUE-500004413",0,26.94,25.94,8.52,723.6,723.6,29.99,29.99,0.273,0.493,"CR5000_Table1_10-11.dat"
2025-11-05 19:00:00,2025-11-05,"1639",44.83,0,0,0,0.63,143.9,2.175,22.03,12.08333,1015.831,0.005,0,48.4,21.5,-0.183,2.183,0.1614,"013CAMPBELLCLIM50535VUE-500004413",0,20.75,22.14,7.964,727,727,26.19,26.19,0.273,0.493,"CR5000_Table1_10-11.dat"
